/Library/Frameworks/Python.framework/Versions/2.7/bin/python2.7 /Users/deeptivelusamy/CSE536Mapper&reducer/thread_test.py
VIRGILIA 1
Whither 9
jackanape 1
strikes 7
mangled 3
shroud 1
wiping 1
appea 1
gore 1
taber 1
corse 2
Beneath 3
borders 1
atincns 1
affectios 1
iell 1
arbitrement 2
noiseless 2
imbrue 1
VARRIUS 1
grudging 1
sensibly 1
scorning 1
kinsman 7
conqueror 4
contenied 1
affection 11
hanged 5
clippd 2
felloy 1
celestial 3
interessd 1
deey 1
IACHIMO 1
deer 6
TEPHIANO 1
deep 10
fellow 11
treblesinewd 1
imagination 6
examine 3
deem 2
affaire 1
file 3
importing 1
deed 7
hound 3
felloe 1
film 1
fill 5
tedious 6
again 11
bounved 1
ForWh 1
Hernes 1
parel 1
repent 7
eon 1
field 8
whippers 1
Knocks 2
twere 9
sorcerers 1
Lears 1
Aaquarrelewheallreadh 1
fruitless 1
nf 1
Shortcake 1
potch 1
dearst 2
shelter 3
Conceive 1
itched 1
m 2
islreadyhat 1
Corin 2
Crete 1
Cheer 1
important 4
brands 3
Ginn 1
revolve 1
reposal 1
itches 1
sequent 2
ruttime 1
pitifully 2
grudge 2
remote 2
Holy 1
highcoloured 1
Establish 1
ringghave 1
trumpeter 1
knaves 8
Alexandria 1
Scythian 1
blemishyet 1
suckdst 1
blast 3
husks 1
u 1
wetm 1
hugely 1
resembles 1
Presenteth 1
pinion 1
starting 1
Beweep 1
refuge 1
SIR 2
needful 4
homes 1
liar 5
forget 8
vile 11
wormy 1
prolongd 3
rascals 2
worms 4
talkd 4
bravest 2
Action 1
pervert 1
hisscepsrhe 1
forged 3
kindlethat 1
talks 5
bosomd 1
revellers 2
Vat 1
MECAENAS 1
Tartar 2
vesture 1
former 7
Beetles 1
preserved 1
burgonet 1
cloakbagdoublet 1
eas 1
enjoying 2
hideous 3
fullmannd 1
levity 2
overplus 1
geeraly 1
parcel 6
Poysam 1
sitting 5
accoutrement 1
quatchbuttock 1
Retort 1
wheIe 1
toss 1
confections 1
tayperiln 1
scour 1
GALLUS 1
fall 11
cuckooflowers 1
difference 9
plainness 2
washer 1
vouchsafe 4
Disarm 1
falsing 1
washing 1
turtles 1
cackling 1
mothers 7
Prefer 1
Permitted 1
cheapa 1
Kill 3
newvarnishd 1
oedseray 1
alms 4
mistaking 3
barbariansas 1
horseway 1
Lorenzsollasoll 1
knifes 1
withheld 1
effigies 1
VALERIA 1
ireful 1
ween 1
outwork 1
censuring 1
understanding 2
mayest 1
wetripdtThe 1
Only 7
titles 2
perspective 1
lawyer 2
further 10
Kneel 3
creatures 5
residue 1
nothingealsr 1
dial 3
defence 5
stood 9
fallnoff 1
Condemning 2
arrogance 1
stool 4
stoop 3
Padud 1
eging 1
Padua 2
feigne 1
steepd 2
shoulderclapper 1
bedfellow 3
cudgelled 2
everlasting 5
Gratii 1
public 8
falchion 1
iftk 1
mulled 1
basely 1
puddled 1
wrangling 3
Isfist 1
promising 2
vale 2
mule 1
ranges 3
newapparelled 1
beacon 1
Descended 1
Hardhanded 1
shackles 1
longleggd 1
inshelld 1
JESSICA 1
valu 1
fantasies 1
misern 1
search 5
Balthasad 1
upcast 1
vespers 1
division 4
wheretwas 1
gallowses 1
torturers 1
amairme 1
stretching 1
gleams 1
oerrules 1
Balthasar 2
fatted 1
misery 8
whereupon 1
narrow 6
milks 1
spoil 3
fron 1
Darkness 1
cowardly 5
Lycurgusesif 1
vigitant 1
Tears 1
usurers 3
canon 2
pleasest 1
armed 5
Europe 1
Grief 1
libertine 2
eye 11
Dalmatians 1
aAntowtheds 1
distinct 1
wiped 2
two 11
Garnishd 1
Triumphs 1
Walls 1
squires 2
aroint 1
warmed 1
Coming 3
raft 1
puissant 1
victualld 1
gentlewomen 2
diamond 4
forwWhat 1
Darnel 1
engaged 6
empery 1
stable 1
Wheneer 1
tasking 1
woeful 2
unfinishd 1
landed 3
exposition 1
grisly 1
particular 5
farthingale 1
enguard 1
Wwill 1
sleeping 4
nineteen 1
gentler 1
town 8
willfully 1
none 11
swyis 1
hour 11
middle 5
waild 2
VELUTUS 1
des 1
sucks 2
dew 2
guards 1
remain 7
den 2
abandon 1
suckd 2
Beforetime 1
marble 2
ladys 7
CORIOLANUS 1
stubborn 3
compare 2
bravely 8
thelambt 1
answe 1
Maids 2
share 2
minimus 1
sphere 4
breathing 5
numbers 5
purchased 3
sharp 9
Hearst 2
thegaellowr 1
narrowly 1
Albanys 1
needs 11
counselld 2
Rejoiced 1
lousy 2
needy 1
comfort 10
Coldhearted 1
ivy 2
maps 1
Meaning 1
Spare 2
thout 1
sacred 6
mutable 1
stir 9
Titus 1
fiveandthirty 1
thirst 1
knapped 2
bleat 1
Don 1
esmhearite 1
charms 5
blooy 1
suppose 1
advice 4
andpnveraike 1
List 3
Plant 1
Dod 1
questioning 1
charmd 1
Continue 1
Elysium 1
coming 11
shuts 2
contraries 2
bloom 1
AntoniI 1
Dot 2
hedgehogs 1
tattlings 1
orchard 2
coat 3
eats 6
bathed 1
dragon 2
coal 1
seizes 1
Promise 1
skilful 2
summond 2
pleasure 10
deedsuUpon 1
playing 4
cruetyk 1
excepted 2
Forced 2
What 11
Whau 1
rounded 1
earing 1
displease 1
winged 3
thereforr 1
roundel 1
blockhead 1
avouched 1
performance 2
Jewish 1
through 11
same 11
gins 1
thinkings 1
suffer 9
illfavoured 1
arrogant 1
staind 5
Pickthatch 1
Bridget 2
thnt 1
dewlappd 1
forthwith 3
thierpalaotes 1
bosom 8
Exempted 1
iothermcat 1
late 11
mountebank 2
detected 1
heartbreak 1
messes 1
attractions 1
pad 1
eunuch 4
calvesguts 1
bereft 2
rippdto 1
fingerend 1
arguments 1
good 11
walld 2
betime 1
seeking 4
oerflowing 1
males 1
smothering 1
Bay 1
Youth 3
afflicts 1
walls 6
goot 2
compound 3
yould 1
attending 6
complain 4
mystery 3
easily 7
Rubies 1
celerity 1
Saving 1
tding 1
pregnant 3
Lack 2
parley 1
evade 1
ashes 1
token 6
habits 2
exiled 2
boisterous 1
hoaryheaded 1
Confesses 1
extenuate 3
exquisite 2
haild 1
fellowtribune 1
harm 10
hark 7
delicious 1
housd 1
house 11
fish 8
hard 11
idea 1
foxes 2
QUICKLY 1
Scant 1
countrymen 4
Crying 3
givelrigho 1
Naught 1
tameness 2
hart 1
shouldIeswan 1
orient 2
harp 1
Flat 1
lovers 5
creditor 3
Desires 2
Disguise 1
childish 2
throes 2
Desired 2
rebukeable 1
Misguide 1
blunts 1
brewers 1
print 4
seasoned 1
Butjmust 1
havebwggn 1
devours 1
disobedience 5
abridgement 2
circumstance 2
highgrown 1
munch 1
louts 1
bulls 2
pleasant 3
extraordinary 2
Bolder 1
disposition 7
laughable 1
beginning 5
bragged 1
benefits 3
Evans 1
Puritan 1
prophet 2
omit 2
bopeep 1
congealment 1
audacity 1
wither 2
exalt 1
rogues 4
Syracusian 1
reremice 1
Vanish 1
Contempt 2
stabs 1
tenderhefted 1
Youve 1
Abhorrd 1
conceivingHark 1
zo 1
done 11
embraced 6
Goes 3
pursuest 1
discontents 1
HERNIA 1
wages 3
cups 2
sweelytwas 1
mulier 1
Jacks 2
Slight 1
divorce 4
Fairies 2
revive 1
least 9
unnumberd 1
paint 3
leash 1
dislikest 1
Sleeves 1
pains 10
Scratches 1
AEneas 1
rates 2
eater 1
pare 2
pard 1
travail 2
forests 2
needle 1
park 4
andspoiln 1
Jove 9
malice 6
madmen 4
part 11
Nevvan 1
boots 3
doctors 2
leavetaking 2
prodigious 1
rlosnlyc 1
believe 11
XV 1
inconvenient 1
stirs 3
Presents 2
supposes 1
b 1
rebound 1
incision 2
skippd 1
gotten 1
Obey 3
lunatics 1
youth 11
tremblingly 1
Snug 1
familys 1
supposed 6
Herods 1
riddance 1
sluttishness 1
youtd 1
declare 2
toild 1
bewitchd 1
swerve 1
Issuing 1
Jasons 1
trifles 5
curtains 2
ditches 1
orderd 2
confirmd 3
Scurvy 1
roughly 1
decrees 2
cistern 1
showers 2
paleness 1
Rare 1
confirms 2
fading 1
mountain 5
built 4
tAblnam 1
dancing 3
assails 1
HERMIA 1
itSay 1
havebween 1
couch 5
extracted 1
build 4
sleepingthat 1
gosling 1
rowel 1
Roaring 1
Highst 1
province 1
Hand 1
Ate 1
everympartad 1
hourly 6
amities 1
eggs 3
Sophy 1
Arragon 2
rushy 1
most 11
Admit 1
rushd 1
charm 4
moss 2
services 5
moonshines 1
tayselo 1
shrowd 1
chare 1
wesit 1
Ofs 1
lightness 1
corrupts 1
goodwill 2
Egypt 3
bastardizing 1
mediation 1
embossd 1
faithless 1
charitable 5
Dianas 2
seething 1
hearthis 1
unremoveable 1
unbuild 1
thedpooe 1
weigh 7
nobility 3
joining 1
weavers 1
particularly 1
Stands 3
reinIu 1
sparrow 2
commissions 1
detection 1
ORLANDO 1
noblest 3
sanctity 1
mones 1
goodconceited 1
malignant 1
carefully 1
curvets 1
stillFie 1
fine 10
find 11
Poor 5
defiles 1
giant 2
Supply 1
eunuchs 1
harelip 1
cannotthe 1
LuceLuce 1
ruin 4
offensive 1
distributed 1
relent 2
unhappy 5
Unkindness 1
freedoms 1
idiots 1
depender 1
tempests 1
defiled 3
credulous 3
ofhee 1
Ancus 1
Thirty 1
trundletail 1
Withold 1
Marry 9
express 6
Kingdoms 1
hipsf 1
easyborrowd 1
cheapen 1
batter 1
breast 6
theft 5
publishd 1
Shrewdness 1
IRAS 1
silk 6
merchandise 3
thesubsstancs 1
Saying 1
resolve 1
Rightly 1
slimy 1
divulged 1
remove 5
pertinent 1
common 11
witches 1
margent 1
doubler 1
doublet 4
wrongfully 1
Laban 1
controlld 1
devils 6
intemperate 1
Create 1
vine 3
beginnersgan 1
tended 2
lion 8
ewor 1
manly 6
seated 1
peacock 1
tender 9
changeable 2
excusable 1
Portit 1
acts 5
drunkenness 1
Datchetlane 1
repairs 1
fane 1
degree 4
fang 1
visiting 1
resolute 1
Stigmatical 1
meadowfairies 1
please 11
Centaur 1
Nerissu 1
fans 1
smallest 2
Corioli 1
Egyptians 1
feasted 2
moving 2
fleshment 1
traitress 1
ladful 1
King 3
Kind 1
bourn 2
renewd 1
infidel 1
endowd 1
alterd 3
forwardness 2
bggndihmwas 1
depopulate 1
rumpes 1
sigis 1
Piercing 1
genders 1
Ionia 1
sheeps 2
Makes 7
troths 1
Thats 11
defunct 1
kitchend 1
reverse 1
Greek 1
Yea 8
solely 3
censor 1
kins 1
loveline 1
scythe 1
foreign 4
mistrusted 2
thechanomarsaxue 1
conveyances 1
loofd 1
holdst 1
Yes 11
afar 6
Yet 11
oars 2
Denies 1
holst 1
despiteful 3
danced 1
point 9
simple 10
smother 1
dances 3
dancer 2
simply 5
Denied 2
openness 1
gnats 3
supple 1
patiently 6
vagram 1
helms 1
raise 5
frets 1
create 5
Shallow 2
Sprung 1
Damnable 1
rivals 2
secret 6
Clap 1
inreturn 1
Thantio 1
fen 1
meeting 9
heapst 1
Maugre 1
slips 1
rndde 1
Daughter 2
isWith 1
Servant 6
womenwe 1
tookst 2
hungers 1
Hornmad 1
cruelty 4
gap 4
gan 1
mountaineers 1
Cytherea 1
vane 1
Presenting 2
realms 1
Seducing 1
Newts 1
resisted 3
Youor 1
chatter 2
certairl 1
Feed 3
Wars 1
pierce 5
bellypinched 1
politician 1
talm 1
grains 2
raw 3
Feel 1
thorpinsd 1
bill 4
eclipsed 1
Repose 1
crutch 2
thightheres 1
Gratianos 1
sobs 1
Claps 2
eclipses 1
fum 1
Phoebus 6
Creatures 1
composition 4
Cuckold 1
unearned 1
century 2
violently 3
ribands 1
parkward 1
encountered 2
Delay 1
Eleven 1
itself 9
Goodfellow 1
Hearken 1
Soothsayer 2
AEdile 1
AUFIDIUS 1
woulost 1
embarkd 2
aches 1
counterfeited 1
Machiavel 1
ewo 1
Procrus 1
suggests 1
lethargiedHa 1
Swallows 2
engrossed 1
butcher 2
wherein 8
discourse 7
scribes 1
conycatching 1
thdecaus 1
proved 7
ruth 1
theMmagnificoeO 1
heraldry 2
seedsman 1
Cheerly 1
itch 2
praising 3
keys 3
welland 1
yesterday 5
solicited 1
husbands 9
rabato 1
moment 6
TITANIAs 1
purpose 11
husbandu 1
toxprese 1
realm 2
worlr 1
purposn 1
traducement 1
task 5
whores 2
cottages 1
waterrats 1
Phillida 1
nole 1
salvation 2
forfeited 1
spent 8
reard 1
morrow 10
smotherd 1
flags 1
appertain 1
withdraw 5
toil 3
stelled 1
spend 7
stem 3
unhair 1
alluring 1
Albany 1
shilling 1
dames 1
likearlawyeursclerk 1
Lolling 1
Burgundy 1
merctm 1
heartlings 1
shape 10
unsought 2
denyist 1
shrewdly 2
denyisy 1
Comedy 1
dishonesty 2
injuries 5
officns 1
timber 1
letting 2
cut 11
preparations 1
cur 5
IMOGEN 1
marrying 3
Doctor 6
yod 1
usO 1
cue 4
halsaonulsr 1
bravery 2
wags 1
reproof 4
waxed 1
hates 6
hater 1
silken 2
livest 1
suffocation 1
shoved 1
SILIUS 1
latten 1
adversaries 2
Did 11
Die 1
bid 11
Married 2
mins 1
displace 1
judgement 3
smallness 1
redeem 3
suedfor 1
apt 5
jointure 2
brestk 1
limp 1
bit 2
halfworkers 1
salutes 1
tisueging 1
vapour 1
knock 5
borrowd 1
blemish 1
Tread 1
Unseparable 1
HELENA 2
follows 7
Fond 1
chest 2
Leadst 1
glove 3
nonesparing 1
flux 1
borrows 1
cantle 1
wis 1
foolish 10
tookt 2
followd 6
scrip 2
valleys 1
often 11
allobeying 1
humorous 2
Belmont 1
Hhore 1
duck 1
abundantly 1
back 11
impeach 3
Whos 8
ah 3
Whom 8
strongest 3
Stolen 1
Messenger 7
incivil 1
trnkts 1
candle 4
hazarded 2
Reahy 1
ourselves 8
nourishd 1
pronounced 2
scald 2
acquaintance 9
balms 1
lucre 1
exampleO 1
scall 1
pew 1
audience 4
per 1
pen 6
balmd 1
peh 1
lattice 1
scalp 1
gallops 1
Nothing 9
fisting 1
ape 6
invade 1
resolutely 1
either 11
ladder 1
Boy 4
endurest 1
patient 9
taxing 1
wayward 2
oer 11
chimneysweepers 1
offenders 2
virtues 9
O 11
Bow 1
respected 1
Prithee 7
Reports 2
Bon 2
Moreover 1
hyen 1
lottery 3
eglantine 2
thigis 1
kile 1
poising 1
constrains 1
feigning 2
Bars 1
goods 2
Attend 5
piles 1
constraint 1
hedged 1
robbers 1
daisied 1
Pannonians 1
dbtiedcover 1
kennel 1
gooda 1
ounce 2
clap 3
KENT 1
constraind 2
Dorothy 1
uare 1
Captain 5
basting 1
misplaced 1
horofn 1
PORTIA 1
thricecrowned 1
ungentleness 1
Itghaveinsnto 1
haps 1
catechism 1
bonneted 1
commanding 1
beloving 1
reckonings 2
Increase 1
exercises 1
obscenely 1
Owaisetand 1
remembrance 6
lesson 1
nst 1
rig 1
monhs 1
ALBANY 1
liege 6
catbut 1
Painted 1
conduits 2
Ooo 1
Oon 1
bores 1
errand 6
pared 1
infected 3
whereto 2
Excellent 1
forward 10
amabslene 1
glow 3
Come 11
Fly 5
stanzo 1
LARTIUS 1
puttock 1
ascend 2
rring 1
Sstelhigt 1
hoped 1
boys 11
Psalm 1
sinner 1
hopes 5
acclamations 1
InwWhichpcredceamenlIeswan 1
Conscience 1
vouchingand 1
directed 3
spirisu 1
Doing 2
Soon 2
Cadmus 1
planet 3
fitter 2
lodestars 1
Velutus 1
promisebreaker 2
remaind 1
ap 1
Count 3
widowers 1
Keisar 1
constant 6
curs 3
expedition 1
Perhaps 4
metal 5
Answering 1
strand 1
bdyt 1
singly 3
deprive 1
crownets 1
single 9
cure 6
curb 2
necks 2
prings 1
New 3
lym 1
treaty 1
prevail 2
denying 2
brethren 2
Murder 2
theyll 7
excused 2
Tester 1
May 11
richleft 1
impediments 1
theyld 1
knaveries 3
notCharmian 1
pails 1
excuses 1
pearsbse 1
soninlaw 3
statutes 3
horehat 1
SHYLOCK 1
Mak 1
confine 4
peckd 1
inclined 2
Man 2
Advance 1
rarest 4
pickaxes 1
mixd 2
lend 8
impress 1
Ity 1
amended 2
prepared 6
spurnd 1
Cast 2
Carries 2
veriest 1
infection 6
tamings 1
lent 5
fishes 3
tphd 1
au 1
desert 8
Vanquish 1
Gallow 1
lieve 1
implies 1
overlooking 1
Demuring 1
scarcecold 1
speculations 1
Accept 1
Its 2
abrewing 1
cooked 1
dolours 2
inGod 1
Determine 1
BENEDICK 1
carved 2
Blows 2
traitorously 1
balsamum 1
dogged 1
bullybut 1
Mede 1
Foresters 1
hint 3
Dispropertied 1
Strayd 1
tombs 1
quern 1
wrangle 2
iaveuUnil 1
chariot 1
pight 1
Saint 3
outroar 1
intricate 1
nottobe 1
vicious 2
ddt 1
strew 2
conjectural 1
chape 1
compose 1
graves 4
graver 3
giddily 1
statures 1
marcheth 1
condoling 1
appointed 6
rudder 1
critical 1
chaps 1
helps 4
Thyreus 1
countenances 1
fatal 2
nostril 1
Andbild 1
random 1
selfinto 1
presently 11
outside 3
piniond 1
confounding 1
rhyme 6
ALL 2
Obedience 1
rebellike 1
putting 3
Bemock 1
accuse 7
passio 1
surgeon 1
persecuted 1
clement 1
seliberaly 1
entire 2
recreation 2
understandings 1
False 3
salad 2
wassails 1
knight 7
consort 3
notwithstandingto 1
pointdevice 1
kinsmen 2
pebble 1
gratfay 1
maledictions 1
ride 4
husewife 1
unsatisfied 1
Dry 1
timeunhappy 1
avised 1
Lackbeard 1
bleeding 3
crow 6
icicles 1
quakes 1
thronging 1
Long 6
rivers 4
thd 1
Despising 1
Thisrlightmmethiks 1
subtle 4
manlike 1
quaked 2
nests 1
Dobbins 1
DOCTOR 1
giving 4
forestborn 1
pipes 2
fat 6
Venetianlawa 1
access 2
napkins 1
tiringhouse 1
reposing 1
cofmisctee 1
cofmiscted 1
Ore 1
exercise 3
body 10
ofiendl 1
justification 1
exchange 5
brokes 1
beasts 7
Quarrelsome 1
safed 1
sins 4
jointly 1
strangler 1
nimble 5
bachelor 4
mewd 1
sink 6
others 9
dissuade 3
sing 10
safer 3
Lepidus 1
bode 1
imperfections 1
extreme 4
notably 1
Thereby 1
Cried 4
noton 1
conceit 5
Intelligence 1
highgravel 1
memrlance 1
Gently 1
contradiction 3
dissolve 2
Crier 1
Cries 1
Gaul 1
garcon 1
climb 3
proof 8
forsweart 1
delays 1
composed 3
resend 1
named 4
unfeed 1
hail 5
scornfully 1
Hermia 1
private 9
mannd 1
sacrilegious 1
Nick 1
Englished 1
distractions 1
methought 4
names 9
limb 3
scandal 4
resolutions 1
truebred 1
Mock 1
lime 3
commandment 2
agn 1
flatterers 1
tar 1
noblejudge 1
forfeitnto 1
escapes 1
Mistrese 1
opinioswWithPnytagoraes 1
Selfloving 1
earnestness 1
hrn 1
tonguetied 1
Fe 1
Acheron 1
overbear 1
themselves 10
E 1
oily 3
Fo 1
jests 5
prized 5
Ssuch 1
assailed 1
snatching 1
devle 1
thirsts 1
envying 1
pursuing 1
flaw 2
wellIell 1
trail 2
insufficiency 1
train 6
napes 1
Mildly 1
ashamed 7
debtors 1
Kneels 1
procuring 1
tearing 3
harvest 4
minions 1
subscription 1
escaped 2
account 5
fooling 1
embarked 1
Frame 1
midsummer 1
tag 1
crickets 1
praise 11
unmannerly 3
sepulchre 1
grin 1
fetch 10
employd 2
fringe 1
reserved 4
shole 1
Splitted 1
proportions 1
fidiused 1
andnweigiung 1
Written 1
dm 1
unseasonably 1
bones 7
nightrule 1
yoe 1
contempt 7
native 5
lamb 3
Plead 1
gce 1
daring 2
lame 2
weepings 1
holds 8
Ye 2
ewoels 1
regions 3
lamp 3
blended 1
forest 3
reeking 2
yoawhould 1
Ttell 1
bashfulness 1
wittiest 1
stock 4
watery 4
buildings 2
de 4
pockets 1
lordships 2
famish 1
betteded 1
waters 7
philosophy 1
carbuncle 3
hight 1
collection 1
Guards 1
sip 1
felloiung 1
preferred 2
minding 1
OCTAVIUS 1
waterd 1
fray 4
trifling 1
infirm 2
wildfowl 1
scurvy 3
lecher 2
myetd 1
penitents 1
bind 7
Jarteerhave 1
lines 1
trembling 2
incessant 1
sayst 6
chief 5
Champ 1
Adultery 1
Chams 1
furious 2
lined 1
furnish 3
primero 1
boldbeating 1
forerunner 1
Mecaenas 1
riddlelike 1
HUGH 1
peachusw 1
wedding 2
BassanisuUpon 1
wilds 1
embers 1
parlous 2
Beside 1
alacrity 1
MilfordHaven 1
ofyour 1
horns 8
flattering 5
fertile 1
unweighed 1
tickling 1
thyself 9
weore 1
unpractised 1
bridges 1
revived 1
le 2
dungy 1
whereon 5
hinderd 1
lo 1
decorum 1
pathetical 1
Allayments 1
whereof 7
winning 1
anothers 4
willing 5
revives 2
Misprising 1
Sparkles 1
criminal 1
unhandsome 2
waggling 1
galld 2
tickled 1
bountiful 3
greater 10
pangs 2
Porti 1
rendde 1
dam 5
spell 4
beads 1
dak 1
dat 1
pangd 1
rebel 3
daw 1
Loves 3
Mother 3
woodbirds 1
kindness 8
day 11
strive 2
hornmaker 1
tauntingly 1
CHARMIAN 1
estranged 1
trnic 1
radiant 4
scarcebearded 1
blazing 1
sin 10
morris 2
harness 1
Whichsxevdmewel 1
Fed 1
mislike 1
gazing 3
accusers 3
recommend 1
feedeth 1
suffrage 1
From 11
Dearer 1
Celia 1
waking 5
cobwebs 1
polecats 1
burdened 1
incensed 2
Nr 1
feesimple 2
defend 6
Regard 1
Tut 2
casion 1
wholly 3
gravelled 1
casketed 1
mate 3
messenger 9
soact 1
rel 1
Ringwood 1
wellweighing 1
fondly 1
red 7
thereupon 3
twentyseven 1
unfurnishd 1
approached 1
illroasted 1
fourteen 3
approaches 3
confirmations 1
upbraid 1
canker 1
homager 1
qui 1
Senator 2
likelihood 3
afterward 5
thishisliake 1
receipts 1
Jill 1
backwards 1
cured 5
boarspear 1
rearward 1
mortar 1
madded 2
discomfort 1
yarn 2
Fold 1
curer 1
cures 1
unbruised 2
Hanging 2
retain 2
tnice 1
grieving 3
sorrowful 1
Sentinels 2
south 3
Bestowd 1
scalding 1
finest 2
rhenish 1
savour 1
sack 2
hey 2
Taming 1
MOROCCO 1
mattera 1
bassviol 1
alleys 1
hotblooded 2
footpath 1
ildlied 1
underpeep 1
acoldO 1
moiety 4
jackdog 1
impetuous 1
commendations 3
Oerbears 1
covenants 1
ancient 7
sadly 3
monkey 3
desirsf 1
milder 1
upont 5
opne 1
habit 7
chased 3
hawthorns 1
lamentable 3
unseminard 1
harum 1
lamentably 1
runnst 2
hisfurrymand 1
bypeeping 1
chaser 1
Stocks 1
nut 3
Ingratitude 2
dissever 1
vouchsafes 1
Shylocws 1
readiness 3
earthlier 1
nobody 3
foamd 1
perforce 6
unstaind 1
ccepstancs 1
thunderbolts 1
ofblood 1
ahterd 1
thepenealye 1
proclaims 1
hen 3
transmigrates 1
loved 11
Ladies 4
lovea 1
treatise 1
fitment 1
theecauseain 1
wellpaid 1
labourers 1
labras 1
thanbay 1
calamity 1
halcyon 1
loves 10
lover 7
padponame 1
visited 3
Lastly 1
gambol 1
GLOUCESTER 1
Untimely 1
Pat 1
VIOLENTA 1
wakes 3
Didst 9
curvet 1
lessat 1
taket 1
earnd 1
comfortable 4
tide 4
waked 6
Goodman 1
unlikely 1
have 11
askst 1
throat 5
apparently 1
greasness 1
sayings 2
concernd 1
newfangled 1
preach 1
billiards 1
Guard 3
Flew 1
harefinder 1
schoolmaster 3
concerns 5
longings 1
provoked 3
laaughteu 1
COUNTESS 1
Fled 2
Glad 1
savages 1
unless 9
ts 1
Ercles 1
procure 3
mortal 8
hostages 2
Without 10
eight 6
accoant 1
prisoner 6
therhic 1
sophisticated 1
Tray 1
payment 1
lewdsters 1
isrbuet 1
aought 1
Somm 1
wellfavourd 1
dressd 1
taints 2
gather 5
Some 11
disease 5
Potent 1
cerecloth 1
Ahyiof 1
Namely 1
omittance 1
dismayd 1
referrd 1
occasion 8
witobue 1
breedbate 1
planks 1
egighe 1
healed 1
slandered 1
isge 1
kite 2
Hundredth 1
bothsides 1
text 3
foins 1
unseen 3
bursting 1
highjudging 1
thejeweln 1
Perdie 1
traitor 7
tranced 1
rebuke 3
KINGs 1
beauties 2
Regan 1
EPILOGUE 2
Worth 3
staff 5
deedachieving 1
thmo 1
knowledge 9
gentlemas 1
sparks 4
controlt 1
scorpion 1
madman 3
startle 1
controls 1
Throned 1
adultress 1
Unmuffling 1
ignoranceit 1
clappd 1
rust 1
handsome 4
Few 1
vill 1
inferior 2
finger 8
Walkd 1
flouted 1
Deserved 2
SONG 6
beat 9
rclorved 1
thrived 1
stripes 2
bear 11
Wrinkles 1
cicatrices 1
Deserves 2
departst 1
demigod 1
perfection 3
beak 1
bead 1
eyestrings 1
Patricians 1
ShallI 1
finical 1
crabs 1
onedroup 1
Datchetmead 1
howsoeer 1
tlklyhou 1
organ 2
strove 2
anotheo 1
Bringing 2
forfended 1
monopoly 1
Touarge 1
eyebrow 1
calling 3
Gallia 2
Finely 1
Lycaonia 1
fixed 4
Reprove 1
Letuse 1
Ddoth 1
overruled 1
particolourd 1
madam 8
sluttish 1
untrue 2
quake 2
cavekeeper 1
madad 1
puddle 1
lifeblood 1
accord 1
arraign 1
oakcleaving 1
sweetmeats 1
wawl 1
Preoccupied 1
arntw 1
allured 1
Grows 1
tlose 1
shallows 1
dishorn 1
steeds 1
tempts 1
imposition 1
cheaters 1
thattwo 1
pattern 1
obstinacy 1
gentlemanlike 2
unbanded 1
Embowelld 1
helped 1
Conrade 1
deposed 1
itbut 1
July 1
Strives 1
admiration 3
monarchs 1
Unmasking 1
wl 1
cedars 1
Mercury 1
sorrow 10
mopping 1
deliver 8
reless 1
theoathee 1
evitate 1
antechamber 2
S 2
Edgar 1
theoather 1
mows 1
delivee 1
PAGEs 1
Hereafter 1
seduced 1
exclaim 2
commenting 1
instant 10
asunder 4
feebly 1
freely 8
taking 7
Resume 1
Tompartsoe 1
equal 7
attributed 1
agree 1
assure 6
termd 1
barnes 1
manchild 1
jakes 1
assailants 1
attributes 1
passing 4
broom 1
glorious 4
Philarmonus 1
comment 2
vent 5
Unfeeling 1
marjoram 2
beguiles 1
diest 5
agents 1
naturalize 1
ships 4
carves 1
Bench 1
commend 10
peachins 1
SNUG 1
stons 1
laugh 11
honeysuckle 1
hether 1
manhood 6
walnut 1
uofhede 1
besort 1
fright 5
iu 1
swimmer 1
MTake 1
muddy 2
bellowd 1
isaetriflh 1
hopefoor 1
amain 1
attends 5
blasted 1
certain 11
curtain 1
Trouble 1
curtail 1
finu 1
galleys 1
wrings 1
citadel 2
donet 4
Deny 4
giantlike 1
finisher 1
foes 5
vanquishd 3
othersBless 1
Speakest 1
selfaffairs 1
protect 2
AUDREY 1
wealty 1
finished 1
tenderly 1
Pardons 1
Parson 1
bull 3
general 6
Courteous 2
catercousins 1
divisions 2
Syracusians 1
syds 1
solemnities 1
How 11
plain 10
agai 1
brat 1
appearance 2
Lets 10
value 7
General 1
excrement 2
instigated 1
thinkfor 1
Twas 8
Newbent 1
handwriting 1
Yourself 3
disarms 1
lovesprings 1
inherits 1
scatter 1
Jacobs 1
pehryd 1
helper 1
Agrippa 2
almost 11
blood 11
inkling 1
weighed 2
forekiand 1
lilywhite 1
memosbe 1
partner 3
Undone 1
dotant 1
tumbled 1
trnfot 1
coninder 1
Return 4
Offering 1
dankish 1
lapis 1
paramour 1
Lorenzethert 1
Spake 3
Produce 1
casualty 1
Confined 2
Hobbididence 1
oerleap 1
unpublishd 1
mildly 2
commens 1
Marcus 2
Detested 1
unseasond 1
Antium 1
bydependencies 1
caters 1
Parthian 2
shames 6
Ride 2
hisrnitur 1
ithere 1
Prepare 2
pinfold 1
Haste 3
flew 1
spitting 1
sisters 5
FRIAR 1
garb 2
judgment 10
scholars 1
shamed 6
